"","geneNames","feature","id","fc","pval","qval","logFC"
"1879","CGN","gene","MSTRG.2343",0.497199604089815,0.000104510797626078,0.000649535441552604,-1.00810294728596
"1886","SPON1","gene","MSTRG.5890",0.269205843267271,0.000106998459156404,0.0006625281049992,-1.89321837007574
"1887","BCL2A1","gene","MSTRG.13279",2.16015572821002,0.000107219190670471,0.00066354303585043,1.11113532174885
"1898","TRIM29","gene","MSTRG.7392",3.53110966515827,0.000110559528378462,0.000680120080742708,1.82012162736293
"1906","ELL3","gene","MSTRG.12590",0.485547420082614,0.000111831230751314,0.00068518631307127,-1.04231589424348
"1909","IGLV5-45","gene","MSTRG.25106",0.297126337895257,0.00011256907776791,0.000688623200719567,-1.75085160056313
"1911","SPDEF","gene","MSTRG.32492",0.283307720660353,0.000113142500845487,0.000691406658751227,-1.81955817652247
"1916","SFRP4","gene","MSTRG.34390",2.85137663865226,0.00011690253669161,0.000712519740858361,1.51165861760874
"1918","KLK6","gene","MSTRG.20146",3.03795727504107,0.000117923030557354,0.000717990172496758,1.6031015803338
"1921","AKAP7","gene","MSTRG.33388",0.388343340005994,0.000118781795216849,0.000722089434951777,-1.36459537058575
"1928","PLAAT3","gene","MSTRG.6412",2.30462444714585,0.000121544785340211,0.000736203321163372,1.2045316736987
"1932","MT-TF","gene","MSTRG.39257",0.388074196505024,0.000123294482903269,0.000745255161151333,-1.36559558501015
"1936","MT1H","gene","MSTRG.14781",0.280318229275393,0.000125207580241371,0.000755255228336121,-1.8348625280765
"1939","MS4A8","gene","MSTRG.6306",0.379895780992567,0.000126544465662959,0.000762043554014485,-1.39632440492944
"1943","NNMT","gene","MSTRG.7257",3.55124123915046,0.000127813188744552,0.000767754951047157,1.82832336731597
"1944","MFAP2","gene","MSTRG.422",2.33726196362074,0.000127824080391914,0.000767754951047157,1.22481944248021
"1983","SPHK1","gene","MSTRG.17441",2.07230422948431,0.000145142360174599,0.000854751629913753,1.05123581680299
"1996","ATOH1","gene","MSTRG.29011",0.286799094193994,0.000147923613451506,0.000865456892728801,-1.80188762734649
"2017","F2RL1","gene","MSTRG.30496",0.497944867225,0.000159281836327851,0.000922207875377615,-1.00594207987165
"2019","KISS1","gene","MSTRG.3220",2.3232597936319,0.000160238936866675,0.000926830264848452,1.21615048950094
"2021","CYBRD1","gene","MSTRG.22441",0.478216270607719,0.000160443960668055,0.000927097759862221,-1.06426487841846
"2022","PROX1","gene","MSTRG.3407",2.13505613109872,0.00016070342796537,0.000928137800088816,1.09427399911662
"2024","APOD","gene","MSTRG.27940",0.425949218950157,0.000161499118642494,0.000931648901473649,-1.23124665020074
"2028","CXCL3","gene","MSTRG.28794",2.428046692908,0.00016460651561534,0.000947867302443756,1.27979616581892
"2051","ITIH5","gene","MSTRG.3952",0.418197178571923,0.000170649565443326,0.000971645843611488,-1.25774476627892
"2057","ATP6V1C2","gene","MSTRG.20615",2.06042778243539,0.000173431076121,0.00098460287162909,1.04294389834387
"2064","COMP","gene","MSTRG.19235",3.06627789678042,0.000176270711370163,0.000997330119855023,1.61648845438049
"2066","CXCL11","gene","MSTRG.28828",2.39439075440599,0.000177848261634361,0.00100528170346857,1.25965861320091
"2067","IGHV3-69-1","gene","MSTRG.12153",0.415251844593312,0.000177954938743841,0.00100529039569203,-1.26794151807909
"2068","MMP9","gene","MSTRG.24014",2.43227977425771,0.000178021967656372,0.00100529039569203,1.28230918508062
"2101","IL6","gene","MSTRG.34160",2.01691422242497,0.00019472380327834,0.00108233440013539,1.0121497287136
"2103","PDK4","gene","MSTRG.34952",0.472176875577755,0.000196653842153394,0.00109202261943287,-1.08260070623526
"2132","ABHD11-AS1","gene","MSTRG.34707",0.417323258187201,0.000212309342905614,0.00116264675472781,-1.26076276801649
"2201","KRT19","gene","MSTRG.16565",0.475947958253093,0.000254120376039779,0.00134830429413564,-1.07112426184742
"2211","CILP","gene","MSTRG.12980",0.494998019052996,0.000259204459530538,0.00136905910375288,-1.01450534324691
"2218","MMRN1","gene","MSTRG.28995",0.446780746942395,0.000265403530726127,0.00139732939971676,-1.16236107757374
"2234","AQP9","gene","MSTRG.12839",3.99470307535317,0.000275635785408679,0.00144085707341206,1.9980882722057
"2274","FABP1","gene","MSTRG.21608",0.412749663418922,0.000302504093044775,0.00155349287536363,-1.27666105620928
"2284","IGKV6-21","gene","MSTRG.21627",0.303700058692016,0.000308394097552123,0.00157680659860494,-1.71928090757174
"2297","EYA2","gene","MSTRG.24028",0.432781302467266,0.000314380652550739,0.00159831835458752,-1.20828992340388
"2301","SLC13A2","gene","MSTRG.16142",0.420711826412347,0.00031676558510485,0.0016076438517403,-1.24909572135724
"2322","F13A1","gene","MSTRG.31878",0.421478980462202,0.000332827836432514,0.00167388607831994,-1.24646741043197
"2332","IGKV1-33","gene","MSTRG.21632",0.330187113281812,0.000339786752733273,0.00170155647445076,-1.59864427980645
"2351","CTSE","gene","MSTRG.3273",0.26860223970843,0.000356336868112317,0.0017700135881819,-1.89645676032762
"2402","MT1G","gene","MSTRG.14780",0.304371098421986,0.000386100787789445,0.00187713780175068,-1.71609672074644
"2406","TDO2","gene","MSTRG.29542",3.50897775667695,0.000390382719318128,0.00189480024779597,1.81105080256095
"2407","LRRC26","gene","MSTRG.39134",0.348089390735494,0.000390685182772632,0.00189548050038172,-1.52247025142772
"2458","RETSAT","gene","MSTRG.21540",0.467327982901313,0.000432519436030177,0.00205490723106607,-1.09749266867489
"2462","PP7080","gene","MSTRG.29829",0.279479370599511,0.00043716069844979,0.00207358352416598,-1.83918629851719
"2468","MMP1","gene","MSTRG.7109",3.66984140602226,0.000441682923194797,0.00208994050934718,1.87571771764913
"2477","IGLV1-47","gene","MSTRG.25102",0.32851039311678,0.000450221395138839,0.00212225652784202,-1.60598908092773
"2481","SLC15A1","gene","MSTRG.10395",0.484204775336137,0.00045395651507707,0.00213676105726321,-1.04631078729815
"2485","LINC02747","gene","MSTRG.6674",0.457118254543179,0.00045656396748206,0.0021455750552336,-1.12936066226555
"2491","CXCL6","gene","MSTRG.28788",2.21495284741316,0.000459470414144403,0.00215403271633012,1.14727598657836
"2500","IGLV4-69","gene","MSTRG.25081",0.396427448080972,0.000469463601223574,0.00219295837403556,-1.33487123872176
"2520","S100P","gene","MSTRG.28210",3.48717270782613,0.000484403121591481,0.00224478557696243,1.80205781767184
"2526","KLK1","gene","MSTRG.20140",0.313418091998274,0.000486818234014086,0.00225061889818547,-1.67383963338309
"2527","FIP1L1","gene","MSTRG.28594",0.488641524149387,0.000489770808849599,0.00226337297417713,-1.03315162764133
"2529","PTPRR","gene","MSTRG.8871",0.456695406223111,0.000491304342783438,0.00226783493371197,-1.13069581678149
"2553","AGT","gene","MSTRG.3624",3.05427983727562,0.000512077044496184,0.00234235633592888,1.61083224987365
"2564","PKMYT1","gene","MSTRG.13888",2.1102943235227,0.000521354075307623,0.00237456041007895,1.07744422617149
"2571","KHK","gene","MSTRG.20792",2.25485365447753,0.000528151426805845,0.00239897019145805,1.17303380207894
"2581","CXCL10","gene","MSTRG.28827",2.63676301960196,0.000541345604039289,0.00244937387213128,1.39876791408895
"2603","COL6A3","gene","MSTRG.23248",2.01094855572298,0.000568838635034874,0.00255201597385219,1.00787617495373
"2633","SLC6A8","gene","MSTRG.40581",0.455486189056739,0.000593076456659958,0.00263043936987276,-1.13452078461728
"2640","FOLR2","gene","MSTRG.6753",0.499503397357177,0.000596828519237036,0.00264006191198868,-1.00143360438982
"2645","IGKV4-1","gene","MSTRG.21618",0.359165265565678,0.000600820012902403,0.0026526941817294,-1.47728025933826
"2650","MARCO","gene","MSTRG.21983",3.38791658852284,0.000603165665766903,0.00265802590370788,1.76039835554207
"2658","TMPRSS2","gene","MSTRG.24718",0.475401753342038,0.000611391357772439,0.00268555542743908,-1.07278087075468
"2659","EREG","gene","MSTRG.28802",2.43115827689279,0.000611482435482147,0.00268555542743908,1.28164382090885
"2665","IGHV1-18","gene","MSTRG.12089",0.395108426937746,0.000618101398927484,0.00270851337211075,-1.33967947820568
"2673","CXCL13","gene","MSTRG.28863",0.36789951960427,0.000625927685082406,0.00273296314396383,-1.44261630241716
"2677","BCL2L15","gene","MSTRG.1948",0.48429758930669,0.000626766844923132,0.00273319819941118,-1.04603427324855
"2729","PLIN2","gene","MSTRG.37713",2.30858388829085,0.000695333976946433,0.00297548925715663,1.2070081573482
"2748","GGTA1","gene","MSTRG.38731",0.498883847377005,0.000719306855705093,0.00305679238024894,-1.003224135676
"2756","CHGB","gene","MSTRG.23475",0.324400991983526,0.000728340459849375,0.00308619734764913,-1.62414986371835
"2779","CD8A","gene","MSTRG.21580",0.472366272991807,0.000763541177626448,0.0032075031663129,-1.08202213507293
"2833","SP5","gene","MSTRG.22427",2.12027643747599,0.000830367312858682,0.00342288368498542,1.08425237279613
"2860","S100A14","gene","MSTRG.2394",0.453195538239081,0.000866107487210832,0.00353650462784898,-1.14179443715355
"2871","NIT2","gene","MSTRG.26818",2.66019738669485,0.000878656037961001,0.0035739969388048,1.41153329769662
"2905","AGR3","gene","MSTRG.34114",0.367838712606489,0.000924744759235985,0.00371744209926259,-1.44285477297778
"2907","DAAM2","gene","MSTRG.32590",0.46835859625234,0.000926388097910902,0.00372148613945769,-1.09431455026428
"2912","WFDC2","gene","MSTRG.23987",0.296218973979938,0.000944811908611065,0.00378898127361264,-1.7552640410599
"2926","NOTUM","gene","MSTRG.17630",2.6604458662148,0.000962563103850012,0.00384169922308969,1.41166804838537
"2980","SERPINB5","gene","MSTRG.18343",2.84616632357289,0.00107654171912119,0.00421842145659071,1.50901997218852
"3051","CCDC69","gene","MSTRG.31360",0.495151210336445,0.00121242190183513,0.00464066305133746,-1.01405892911025
"3069","FABP4","gene","MSTRG.36874",0.439713590515337,0.00125013181542544,0.00475693689818777,-1.18536397132913
"3077","RUBCNL","gene","MSTRG.10109",2.08773154463073,0.00126465652787822,0.00479969416072857,1.06193621184567
"3092","SLC2A1","gene","MSTRG.1012",2.35704035761063,0.00129072008263986,0.00487385899715239,1.23697646084784
"3107","UCA1","gene","MSTRG.19110",2.05376118855075,0.00131843280061017,0.00495547416978615,1.03826843476036
"3115","IGLV3-19","gene","MSTRG.25136",0.361622937854559,0.00133645118661063,0.005009855154813,-1.46744190364015
"3126","KRT6B","gene","MSTRG.8489",2.20026334881584,0.00135424205438206,0.00505912946611443,1.1376762097921
"3127","LYVE1","gene","MSTRG.5848",0.459704858840966,0.00136022790799073,0.00507870292447345,-1.12122018011676
"3134","IGHV5-51","gene","MSTRG.12135",0.378707108404178,0.00137890204118707,0.00513810403222163,-1.40084559375162
"3136","SEMA3B","gene","MSTRG.26454",0.468659718671592,0.00138625857221863,0.00516222181325549,-1.09338729445937
"3158","SPARCL1","gene","MSTRG.28960",0.360216118150162,0.00143531057151591,0.00530764941550438,-1.47306535768801
"3171","KRT7","gene","MSTRG.8476",2.45991724680769,0.00145919422863949,0.00537384743047997,1.2986097831953
"3190","LINC03025","gene","MSTRG.38152",0.399791677847291,0.00150864536526574,0.00552268973865685,-1.32267965395391
"3195","UGT1A8","gene","MSTRG.23206",0.436760122431461,0.00151460858412733,0.00553602474035648,-1.19508695519709
"3210","NDUFA4L2","gene","MSTRG.8663",2.15654627402214,0.00154302826756858,0.00561354645129778,1.10872267298686
"3226","IGHV1-3","gene","MSTRG.12074",0.367004485492266,0.00158573904015691,0.00574031633941487,-1.44613039923603
"3250","HMGCS2","gene","MSTRG.2045",0.397374519064923,0.00165060741427236,0.0059310133488839,-1.33142872959035
"3295","CXCL1","gene","MSTRG.28789",2.26929474976826,0.00179477067201583,0.00636095050312622,1.18224400716441
"3296","AREG","gene","MSTRG.28803",2.38505730897171,0.0017956128271801,0.00636200442834019,1.25402393221651
"3324","F12","gene","MSTRG.31653",2.60556657467301,0.00185577263841585,0.00651976921522874,1.38159711745361
"3406","FCN3","gene","MSTRG.655",3.61946717869687,0.00208454624129462,0.00714719054780931,1.85577733398557
"3423","PCK1","gene","MSTRG.24169",0.409094934877338,0.00212745310456652,0.00725807693693481,-1.28949241997522
"3432","OR2I1P","gene","MSTRG.32234",2.75746550854699,0.00216494555249502,0.00736618862151907,1.46334284013781
"3442","COL17A1","gene","MSTRG.5175",0.433833346575574,0.00219460807741767,0.00744166286244607,-1.2047871449426
"3453","HBB","gene","MSTRG.5685",0.43769383183451,0.00222619692470294,0.00752760419621793,-1.19200604183219
"3460","HBA2","gene","MSTRG.13682",0.475996696546808,0.00224524013657679,0.00757709279978548,-1.07097653373245
"3462","TM4SF4","gene","MSTRG.27414",3.66647630468662,0.00225062489740124,0.00759179594218709,1.87439421571235
"3464","APOC4","gene","MSTRG.19875",4.5619082550911,0.00225718267449371,0.00760688226580036,2.18963743278419
"3465","IGHV1-46","gene","MSTRG.12129",0.435287701851594,0.00225767150648992,0.00760688226580036,-1.19995883453264
"3486","IGLV10-54","gene","MSTRG.25092",0.288295145252767,0.00237575137102497,0.00795650806538101,-1.79438155211881
"3504","GLYATL1","gene","MSTRG.6267",2.49968775109041,0.00245051571674382,0.00816698702629404,1.32174789165212
"3567","HOXB13","gene","MSTRG.16871",0.260654643291722,0.00272712818800536,0.00892834398080363,-1.93978853461093
"3578","APOA2","gene","MSTRG.2654",7.30187690970056,0.00278243593159611,0.00908141051122955,2.8682673489616
"3579","TNC","gene","MSTRG.38685",2.32852929742063,0.00278676096399433,0.00909298534158306,1.2194190341778
"3583","TFR2","gene","MSTRG.35057",3.72411361333965,0.00279802386493289,0.00911954303507849,1.89689708656519
"3587","HSD11B1","gene","MSTRG.3336",3.47174908228559,0.00282436483434267,0.00919513034163751,1.79566268199222
"3590","IGHV2-5","gene","MSTRG.12077",0.373968419696284,0.00283731062108561,0.00922955805934199,-1.41901165009859
"3610","IGHV1-2","gene","MSTRG.12073",0.383002242518472,0.00292576140873779,0.00946455449618835,-1.38457525558097
"3651","HPN","gene","MSTRG.19495",3.39537345247312,0.00314169159754507,0.0100489385034597,1.76357026324767
"3652","ST3GAL4","gene","MSTRG.7510",0.470129536834965,0.00314612930927305,0.01006037734767,-1.08886977128682
"3654","ADAMTSL2","gene","MSTRG.39019",2.03710302649521,0.00314856957184073,0.0100605498992252,1.02651894645747
"3726","ASGR1","gene","MSTRG.15709",3.14577004945469,0.00355722137759429,0.0111490153643441,1.65341321600592
"3740","MST1","gene","MSTRG.26429",2.50096631837842,0.00363226161264862,0.0113414584625297,1.32248562823635
"3762","IGLV3-27","gene","MSTRG.25125",0.460497198645521,0.00373148592617412,0.0115832782152741,-1.11873571492799
"3785","LMOD1","gene","MSTRG.3153",0.415914774468629,0.00385510725976013,0.0118943045124118,-1.2656401603863
"3794","SLC27A5","gene","MSTRG.20494",2.99045082983587,0.00388658214592574,0.0119629695045126,1.5803629964432
"3825","SERPINF2","gene","MSTRG.15537",4.06369768132192,0.00400984300015395,0.012242338968836,2.02279307684407
"3857","F7","gene","MSTRG.10548",2.44731118129112,0.00419270523170345,0.0126944287518364,1.29119755510036
"3897","PHGDH","gene","MSTRG.2044",2.12017094239812,0.00440223634063575,0.0131920236042967,1.08418058922611
"3909","SAA4","gene","MSTRG.5937",3.12582955871017,0.00446093385780832,0.0133268829857983,1.64423911502747
"3928","IGHV4-4","gene","MSTRG.12075",0.354763194295925,0.00457445395143774,0.0135999168138722,-1.49507175312073
"3929","DNASE1L3","gene","MSTRG.26582",0.495458701903529,0.00457788574342999,0.0136066555642086,-1.01316328579452
"3931","PIPOX","gene","MSTRG.16179",3.06792712873322,0.0045950848785794,0.0136508270699695,1.61726421547978
"3939","LBP","gene","MSTRG.23901",4.56937353931113,0.00464035235752125,0.0137573076494372,2.1919963854844
"3940","IGLV6-57","gene","MSTRG.25091",0.401164672094765,0.00464704293975338,0.0137736465610254,-1.31773353190288
"3942","BMP7","gene","MSTRG.24159",2.23106724764524,0.00465030474054329,0.0137754966332996,1.15773399918589
"3952","ALDOB","gene","MSTRG.38540",4.71634480235421,0.00473324223574845,0.0139865391773963,2.2376691946668
"3995","DES","gene","MSTRG.23044",0.221311256840278,0.00491079339774614,0.0143550050810712,-2.17585126022103
"4012","SERPINA10","gene","MSTRG.11759",2.64982279184557,0.00505966640637667,0.0147275135328182,1.40589588198753
"4038","F5","gene","MSTRG.2801",2.22381471691395,0.0052367694369968,0.0151448720864905,1.15303659106286
"4040","LINC01485","gene","MSTRG.31583",2.1566340967022,0.00524444107246225,0.0151595502089639,1.10878142376199
"4063","IGLV3-1","gene","MSTRG.25153",0.413140874460034,0.00543792484274563,0.0156298514185537,-1.27529429331449
"4064","MMP3","gene","MSTRG.7111",2.47727171635435,0.005453170056401,0.015669812972109,1.30875211740864
"4207","AMBP","gene","MSTRG.38669",5.97481011110833,0.00672628659538665,0.018668213520107,2.57889286269747
"4214","HABP2","gene","MSTRG.5240",2.99471672011878,0.00681752175068118,0.0188929803048065,1.58241954030665
"4255","PAH","gene","MSTRG.9167",2.94341713410506,0.00713979067002168,0.0195954113853145,1.55749201209146
"4304","APCS","gene","MSTRG.2580",5.38515791777069,0.00750319935045285,0.0203542968157104,2.42898865189003
"4309","IGLV3-25","gene","MSTRG.25128",0.410597302569657,0.00754512542044838,0.0204483580088179,-1.28420394523471
"4321","HP","gene","MSTRG.15093",6.99227217467365,0.00762968662718921,0.0206201065568886,2.80576134293485
"4322","RBP4","gene","MSTRG.4960",4.31691371131036,0.00763676125882373,0.0206344511755075,2.11000025575772
"4329","AKR1C4","gene","MSTRG.3912",2.85154125638887,0.00775611240026053,0.0209230493440154,1.51174190591718
"4335","MTTP","gene","MSTRG.29054",2.51506121051752,0.00780880418870533,0.0210360358283047,1.33059351217214
"4337","IGFBP1","gene","MSTRG.34490",3.46486538662083,0.00782190215250289,0.0210581706826942,1.79279930335035
"4339","MAT1A","gene","MSTRG.4815",4.08424780604253,0.00782491517397688,0.0210587607961646,2.03007040238192
"4383","ENPP3","gene","MSTRG.33395",0.476413181539275,0.00840616074985678,0.0223972496547633,-1.06971476422468
"4388","FGB","gene","MSTRG.29525",6.35521110041141,0.00843438157185505,0.0224468340920974,2.66794004788302
"4406","NOS2","gene","MSTRG.16114",0.477420002945938,0.00864046726498846,0.0229013564958092,-1.06666908115651
"4408","CD5L","gene","MSTRG.2558",2.44036769506722,0.008650045518236,0.0229163410984483,1.28709853790472
"4418","ALB","gene","MSTRG.28783",7.32867953903063,0.0087945705444672,0.023246490452306,2.87355328101902
"4421","SEBOX","gene","MSTRG.16135",5.73902944074145,0.00887181076160326,0.0234347446446512,2.52080677532917
"4423","FGA","gene","MSTRG.29526",6.45711682763091,0.00888537436975179,0.0234599597309431,2.69089012978295
"4426","FGG","gene","MSTRG.29527",6.2416102497188,0.00889945382287705,0.0234812069009395,2.64191827261225
"4447","HAMP","gene","MSTRG.19510",2.54358121109934,0.00915113392946987,0.0240312439910837,1.34686115709808
"4457","APOC3","gene","MSTRG.7283",5.45596168207108,0.00931110235243438,0.0243964669669573,2.44783351216264
"4500","SERPINA4","gene","MSTRG.11769",3.57785517446998,0.00993414612591836,0.0257802129907721,1.83909499071496
"4511","IGFBP2","gene","MSTRG.22955",2.05916564937267,0.0100260295827426,0.0259552146901502,1.04205989209537
"4521","FTCD","gene","MSTRG.24876",2.37823229647812,0.0101231889806943,0.026148772598219,1.24988963880486
"4532","CRP","gene","MSTRG.2582",5.64206588809528,0.0102093644374719,0.0263044413286701,2.49622351382729
"4548","GC","gene","MSTRG.28769",5.34403288077552,0.0104332345742976,0.0267896467367298,2.41792888445602
"4575","ADH4","gene","MSTRG.29049",4.18361098032465,0.010689802733969,0.0272864516562383,2.06474870654437
"4576","PLG","gene","MSTRG.33775",4.60565926852991,0.0107378209028726,0.0274030315786158,2.20340768299676
"4589","CYP2E1","gene","MSTRG.5475",6.41867286073186,0.0108673020520778,0.0276515028005904,2.68227503330295
"4593","AHSG","gene","MSTRG.27827",4.87606941125443,0.0108964946472035,0.0277050434334951,2.28571866298844
"4601","PRAC1","gene","MSTRG.16869",0.225712822623138,0.0109779571416764,0.0278492155067026,-2.14743971530604
"4611","STK19","gene","MSTRG.32396",2.55283158124604,0.0111098012570725,0.028137119731098,1.35209836151473
"4614","CPN1","gene","MSTRG.5060",2.16208850331894,0.0111469761339282,0.0282129144542726,1.11242557981909
"4622","ADH1A","gene","MSTRG.29052",0.401265807532853,0.0112065168734615,0.0283141152613624,-1.31736986776133
"4647","ITIH2","gene","MSTRG.3953",4.37261671084345,0.011543841727937,0.029009895351592,2.12849689207327
"4687","SULT2A1","gene","MSTRG.19998",3.26393663719908,0.01208463811961,0.0301097512184352,1.70661305054288
"4691","RDH16","gene","MSTRG.8650",2.55491120829361,0.0121108816922355,0.0301494087405513,1.35327315355805
"4703","ITIH3","gene","MSTRG.26525",3.63020475804115,0.0122072485101156,0.0303117686798064,1.86005092427596
"4723","C5","gene","MSTRG.38722",2.84300116604368,0.0124774119144692,0.0308514114624541,1.50741469073021
"4727","SERPINC1","gene","MSTRG.2873",4.73310869983027,0.0125369612902095,0.0309724209746281,2.24278805516423
"4728","C8A","gene","MSTRG.1321",3.14336452273159,0.0125419347206279,0.030978154328996,1.65230958509977
"4737","C8B","gene","MSTRG.1322",3.23939169943065,0.012663962472518,0.0312201295659838,1.69572292588528
"4769","HRG","gene","MSTRG.27831",3.94493107118203,0.013058464008266,0.0319766707252109,1.98000009260055
"4786","COLEC11","gene","MSTRG.20550",2.39298404624832,0.0133337364903854,0.0325347627945509,1.25881077862519
"4789","HPX","gene","MSTRG.5744",3.69894286333105,0.0133763798890414,0.0326183679983766,1.88711301567532
"4794","BAAT","gene","MSTRG.38534",2.59522322884375,0.0134916226508456,0.0328650749513089,1.37585863773337
"4841","HPD","gene","MSTRG.9489",4.25787918209116,0.0142922262190515,0.0344741795405642,2.09013501370029
"4902","SLC2A2","gene","MSTRG.27633",2.99242776868174,0.0150298889558751,0.0358055983734617,1.5813164237695
"4925","SLC22A1","gene","MSTRG.33768",2.58305682359464,0.015452792821985,0.0366411603198255,1.36907938105424
"4930","SLC38A3","gene","MSTRG.26448",2.36312921559067,0.015487394207408,0.0366859613700021,1.24069851784121
"4936","APOH","gene","MSTRG.17235",5.28704406638499,0.0157004670679621,0.0371454729375328,2.40246135132452
"4952","CCL19","gene","MSTRG.37857",0.498721175906354,0.0159693833997363,0.0376596242613329,-1.00369463315868
"4959","PON1","gene","MSTRG.34945",2.69675724077554,0.0160623525248199,0.0378253988273537,1.43122565754224
"4984","SLC13A5","gene","MSTRG.15687",2.06274050507323,0.0165580971684409,0.0387972429239673,1.0445623400847
"4996","ARG1","gene","MSTRG.33393",3.06979015838498,0.016766347121171,0.039190833002609,1.61814004067551
"4998","APOF","gene","MSTRG.8636",2.88778018639012,0.0167806162894222,0.0392084908018952,1.52996093056508
"5031","IGF2","gene","MSTRG.5600",2.68479068332734,0.0174468600447296,0.0404977999607141,1.424809614506
"5037","A1BG","gene","MSTRG.20479",2.98318290989478,0.0175799056801,0.0407580183705,1.5768524373138
"5043","UGT2B4","gene","MSTRG.28747",2.92743209740858,0.0176706159754028,0.0409195822646745,1.54963570740692
"5050","APOB","gene","MSTRG.20707",3.2428571537026,0.0178464027317449,0.0412693645745181,1.69726547517092
"5070","SPP2","gene","MSTRG.23219",2.68000845354034,0.0182400800059388,0.0420056696312183,1.42223755137763
"5099","HAO1","gene","MSTRG.23489",2.81789010895272,0.0185313862735217,0.0424405029079107,1.4946153510513
"5100","DPYS","gene","MSTRG.37146",2.25560678645697,0.0185345577008345,0.0424405029079107,1.17351558871523
"5110","ACSM2B","gene","MSTRG.14228",2.18563782461089,0.0187184632691619,0.0427705712203808,1.12805435621244
"5117","CYP8B1","gene","MSTRG.26273",2.2770410728811,0.0187903989034082,0.0428833844819231,1.18716031479797
"5119","ANGPTL8","gene","MSTRG.18912",2.30419418558401,0.0188682099507185,0.0430441406142782,1.20426230478974
"5135","IGLV8-61","gene","MSTRG.25089",0.342026365246882,0.0193031796098284,0.043899227163306,-1.5478205547328
"5151","SFRP2","gene","MSTRG.29517",0.350786223781248,0.0196208399155846,0.0444789568190486,-1.51133600409656
"5163","ACSM2A","gene","MSTRG.14226",2.12818665855874,0.0199073782390502,0.0450277673979524,1.08962469198911
"5184","F9","gene","MSTRG.40491",2.62256127329434,0.0202517762623915,0.0456211888873858,1.39097648019824
"5192","INHBE","gene","MSTRG.8667",2.05557900527077,0.0204016122796546,0.0458868893305144,1.03954482231388
"5203","C6","gene","MSTRG.30148",2.68352393660204,0.0205130188950072,0.0460344027377054,1.42412875677617
"5217","CYP2C8","gene","MSTRG.4980",3.06095022355825,0.0208655544064342,0.046706525658106,1.61397958429334
"5219","LECT2","gene","MSTRG.31062",2.28714754948648,0.0209357187322656,0.0468456262416934,1.19354944054011
"5268","SERPIND1","gene","MSTRG.25033",3.00595267868213,0.0220707081017744,0.0489259167070085,1.58782229775462
"5292","ALDH8A1","gene","MSTRG.33445",2.20254632101755,0.022586170373071,0.0498415150447322,1.13917236030328
"5296","MASP2","gene","MSTRG.295",2.01810738483158,0.02269358011962,0.0500333820736318,1.01300294324611
"5322","BHMT","gene","MSTRG.30521",2.80326277367738,0.023466287353396,0.0514917894988647,1.48710698679368
"5357","SLC22A7","gene","MSTRG.32669",2.05968148720703,0.0242550189639912,0.0528747641331882,1.04242125374088
"5358","CPS1","gene","MSTRG.22904",3.20244864961684,0.0242872893437072,0.0529352304882068,1.67917543753426
"5374","SLC51A","gene","MSTRG.27980",0.43462540249947,0.0248848288543173,0.0540761130183695,-1.20215559687758
"5408","APOM","gene","MSTRG.32367",2.68914845860337,0.025730797014794,0.0555629155951857,1.42714940362234
"5416","SERPINA11","gene","MSTRG.11763",2.69188054170933,0.0258769909995933,0.0557960673731999,1.42861438851156
"5427","AGXT","gene","MSTRG.23303",2.60313998350701,0.0261246399229851,0.0562158734145236,1.38025289456233
"5439","TTR","gene","MSTRG.18050",3.87098753875767,0.0263850404573207,0.0566509473176303,1.95270166340355
"5480","CFHR5","gene","MSTRG.3095",2.04658379104093,0.0273172231107964,0.0582136006364746,1.03321773467475
"5481","SLC10A1","gene","MSTRG.11422",2.14819938617798,0.0273585926313045,0.058291122924352,1.10312790398461
"5511","PGLYRP2","gene","MSTRG.19095",2.34235392200387,0.0282547021538162,0.0598726931141836,1.2279590788036
"5534","C3","gene","MSTRG.18761",2.05644698319604,0.0287914761040575,0.0607565699210668,1.04015387851659
"5587","CYP2A6","gene","MSTRG.19722",2.38546889724128,0.0303923655779902,0.0635264086665061,1.25427287597291
"5607","APOC1P1","gene","MSTRG.19874",2.13912450552236,0.0309037941862049,0.0643553137208446,1.09702045551472
"5651","CKMT2","gene","MSTRG.30563",2.0268420211879,0.0318918964755724,0.0659057807541559,1.01923364473437
"5667","RNU1-70P","gene","MSTRG.27632",2.0608857489467,0.0322001892942543,0.0663550045135524,1.04326452719798
"5695","FAM3B","gene","MSTRG.24714",2.57325743733472,0.0331552458443678,0.0679871748850794,1.36359579635943
"5748","BHMT2","gene","MSTRG.30520",2.20455341253514,0.0352080730068349,0.0715309458200797,1.14048643139506
"5986","CRHBP","gene","MSTRG.30497",2.09940459444162,0.0430562733986053,0.083997855120099,1.06998022768072
"6026","SERPINA6","gene","MSTRG.11760",2.14330732082897,0.0442442309773847,0.085742470851958,1.09983872749827
"6191","IGHV7-4-1","gene","MSTRG.12076",0.426760210896847,0.0510395518211018,0.0962354372432379,-1.2285024225154
